time,.seq,.stamp.secs,.stamp.nsecs,.frame_id
2017/09/08/21:15:08.652702,0,1504876508,651719093,
2017/09/08/21:15:13.818979,0,1504876513,818416118,
2017/09/08/21:15:19.609710,0,1504876519,609086990,
2017/09/08/21:15:24.473133,0,1504876524,472450971,
2017/09/08/21:15:28.642358,0,1504876528,641330003,
