time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.endpoint_state.header.seq,.endpoint_state.header.stamp.secs,.endpoint_state.header.stamp.nsecs,.endpoint_state.header.frame_id,.endpoint_state.pose.position.x,.endpoint_state.pose.position.y,.endpoint_state.pose.position.z,.endpoint_state.pose.orientation.x,.endpoint_state.pose.orientation.y,.endpoint_state.pose.orientation.z,.endpoint_state.pose.orientation.w,.endpoint_state.twist.linear.x,.endpoint_state.twist.linear.y,.endpoint_state.twist.linear.z,.endpoint_state.twist.angular.x,.endpoint_state.twist.angular.y,.endpoint_state.twist.angular.z,.endpoint_state.wrench.force.x,.endpoint_state.wrench.force.y,.endpoint_state.wrench.force.z,.endpoint_state.wrench.torque.x,.endpoint_state.wrench.torque.y,.endpoint_state.wrench.torque.z,.joint_state.header.seq,.joint_state.header.stamp.secs,.joint_state.header.stamp.nsecs,.joint_state.header.frame_id,.joint_state.name,.joint_state.position,.joint_state.velocity,.joint_state.effort,.wrench_stamped.header.seq,.wrench_stamped.header.stamp.secs,.wrench_stamped.header.stamp.nsecs,.wrench_stamped.header.frame_id,.wrench_stamped.wrench.force.x,.wrench_stamped.wrench.force.y,.wrench_stamped.wrench.force.z,.wrench_stamped.wrench.torque.x,.wrench_stamped.wrench.torque.y,.wrench_stamped.wrench.torque.z,.tag
2017/09/18/21:25:28.709128,151902,1505741128,706716691,,569947,1505741128,706716691,,0.429547967155,-0.640711290091,0.0645858334457,0.237518966635,0.937292723169,-0.191017156505,-0.169054835787,-0.0809128329098,-0.0626448327319,0.00243438554903,-0.0667748856501,0.045917404445,-0.109741888238,0.541487216949,-0.536894440651,4.61452245712,0.269172310829,-0.0260745920241,-0.311236619949,570344,1505741128,694805128,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.028378644575880154, -1.1378302494140056, 1.96081094211453, 0.005368932757598948, -0.9825146946406075, 0.6615292147755847, 1.0066748920498028, -0.5019952128355016, 0.10584467436409355, 1.7537235357499992, 0.23163109897069747, -1.003606930474032, -0.5472476460781214, 1.1616069516262295, 0.349364124440903, -12.565987119160338)","(0.0, -0.02081305132612822, -0.003141592653000486, -0.012959069693627005, 0.0007853981632501215, -0.01610066234662749, 0.00510508806112579, -0.006283185306000972, 0.012959069693627005, -0.1079922474468917, 0.1021017612225158, -0.060475658570259355, -0.04712388979500729, -0.05772676499888393, -0.02552544030562895, 0.03377212101975522, 0.0)","(0.0, 0.0, -9.664, -9.516, 0.404, -10.468, 0.216, 0.252, -0.224, 0.436, -11.008, -0.684, -27.312, -1.352, 1.704, 0.392, -20.48)",525079,1505741128,699729457,robotiq_force_torque_frame_id,0.109000110626,-0.431999957561,1.78299980164,-0.0670000016689,-0.01600000076,-0.0590000003576,0
2017/09/18/21:25:28.721045,151903,1505741128,716736621,,569948,1505741128,716736621,,0.42873330126,-0.640460945441,0.0639859918832,0.237533952687,0.937283192268,-0.190804518532,-0.169326532241,-0.110666017023,-0.0698101467709,0.00255535715144,-0.0603873915971,0.101297143496,-0.117377606634,0.542959034443,-1.01906406879,4.32697343826,0.537617504597,-0.0259436890483,-0.408005475998,225311,1505741128,718000128,,['r_gripper_l_finger_joint'],"(0.01998187222003937,)","(0.0,)","(0.0,)",525080,1505741128,707987634,robotiq_force_torque_frame_id,0.169000053406,-0.49200001955,2.00300006866,-0.0640000030398,-0.00800000037998,-0.0590000003576,0
2017/09/18/21:25:28.731358,151904,1505741128,726714533,,569949,1505741128,726714533,,0.42817371842,-0.641816759946,0.0642527735393,0.237871162402,0.93712095608,-0.191504052287,-0.168961006541,-0.100153193715,-0.0770869178285,0.0105360779592,-0.095279122968,0.0621519321766,-0.113376579573,-0.0464058220387,-0.696859359741,4.14465761185,0.336067378521,-0.0643270537257,-0.364098012447,570347,1505741128,724807294,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.028378644575880154, -1.138213744610977, 1.96081094211453, 0.005368932757598948, -0.9817477042466648, 0.660762224381642, 1.0062913968528313, -0.502378708032473, 0.10239321759135137, 1.7571749925227413, 0.23009711818281206, -1.004757416064946, -0.5499321124569209, 1.1604564660353156, 0.3501311148348457, -12.565987119160338)","(0.0, -0.009032078877376396, 0.009817477040626518, 0.0027488935713754254, -0.011780972448751823, 0.009817477040626518, -0.003141592653000486, -0.0011780972448751821, -0.01060287520387664, -0.11349003458964255, 0.11584622907939292, -0.06440264938650996, -0.04555309346850705, -0.07971791356988733, -0.0510508806112579, 0.03534291734625546, 0.0)","(0.0, 0.0, -9.696, -9.42, 0.496, -10.504, 0.208, 0.26, -0.224, 0.156, -10.768, -0.996, -26.856, -1.252, 1.804, 0.408, -20.48)",525081,1505741128,720343459,robotiq_force_torque_frame_id,-0.241000032425,-0.972000038624,2.3030002594,-0.0719999969006,-0.00700000021607,-0.0469999983907,0
2017/09/18/21:25:28.739315,151905,1505741128,736726308,,569950,1505741128,736726308,,0.428508831282,-0.642179927414,0.0645397524178,0.238233608524,0.93709462911,-0.191776417088,-0.168286094828,-0.0678620985529,-0.0864838652184,0.0141822181237,-0.119873572906,-0.00120593067885,-0.106894163334,0.404214978218,-0.234040498734,4.15520572662,0.303248941898,0.161873221397,-0.413259983063,225312,1505741128,740000000,,['l_gripper_l_finger_joint'],"(0.02083,)","(0.0,)","(0.0,)",525082,1505741128,728584360,robotiq_force_torque_frame_id,0.0789999008179,-1.34199992418,2.32299976349,-0.0689999982715,0.00600000005215,-0.0529999993742,0
2017/09/18/21:25:28.749286,151906,1505741128,746721381,,569951,1505741128,746721381,,0.426959377206,-0.643097785811,0.0642639867134,0.239773491771,0.936595781502,-0.19172937387,-0.168928570446,-0.0728811715332,-0.0682511335245,0.00459254276576,-0.0900929281188,0.00711037726922,-0.138319258452,1.56082010269,-0.765468597412,3.97663855553,0.654017686844,0.513198494911,-0.602320194244,570349,1505741128,744792415,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.028378644575880154, -1.1385972398079482, 1.9611944373115016, 0.004601942363656241, -0.9821311994436361, 0.6611457195786133, 1.0066748920498028, -0.5027622032294443, 0.1004757416064946, 1.7579419829166842, 0.22856313739492665, -1.0051409112619174, -0.5499321124569209, 1.1593059804444015, 0.35128160042575973, -12.565987119160338)","(0.0, -0.0035342917346255468, -0.019242254999627974, 0.0035342917346255468, -0.0027488935713754254, 0.0, 0.01531526418337737, 0.01060287520387664, -0.021991148571003403, -0.10720684928364158, 0.08168140897801264, -0.05537057050913356, -0.034164820101380285, -0.04633849163175717, -0.06832964020276057, 0.05890486224375911, 0.0)","(0.0, 0.0, -9.728, -9.42, 0.56, -10.504, 0.224, 0.26, -0.232, 0.748, -10.948, -0.808, -26.524, -1.12, 1.908, 0.42, -20.48)",525083,1505741128,736865059,robotiq_force_torque_frame_id,1.00899996758,-0.27199999094,2.16299991608,-0.0810000002384,0.00300000002608,-0.0719999969006,0
2017/09/18/21:25:28.760899,151907,1505741128,756717898,,569952,1505741128,756717898,,0.426151537569,-0.6433841883,0.0644826437681,0.239831909964,0.936346699989,-0.192388695291,-0.169475963801,-0.102891724026,-0.0596296696169,-0.00246794945621,-0.0784301028622,0.0503593507498,-0.224094207857,1.02045857906,-0.982400357723,3.59484767914,0.682744979858,0.289216071367,-0.49169677496,570349,1505741128,744792415,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.028378644575880154, -1.1385972398079482, 1.9611944373115016, 0.004601942363656241, -0.9821311994436361, 0.6611457195786133, 1.0066748920498028, -0.5027622032294443, 0.1004757416064946, 1.7579419829166842, 0.22856313739492665, -1.0051409112619174, -0.5499321124569209, 1.1593059804444015, 0.35128160042575973, -12.565987119160338)","(0.0, -0.0035342917346255468, -0.019242254999627974, 0.0035342917346255468, -0.0027488935713754254, 0.0, 0.01531526418337737, 0.01060287520387664, -0.021991148571003403, -0.10720684928364158, 0.08168140897801264, -0.05537057050913356, -0.034164820101380285, -0.04633849163175717, -0.06832964020276057, 0.05890486224375911, 0.0)","(0.0, 0.0, -9.728, -9.42, 0.56, -10.504, 0.224, 0.26, -0.232, 0.748, -10.948, -0.808, -26.524, -1.12, 1.908, 0.42, -20.48)",525085,1505741128,757471102,robotiq_force_torque_frame_id,0.159000062943,-1.7819999814,2.35300045013,-0.054999999702,-0.0179999992251,-0.0469999983907,0
2017/09/18/21:25:28.769152,151908,1505741128,766721479,,569953,1505741128,766721479,,0.424822880414,-0.644290548816,0.064657514408,0.241623766849,0.935733807029,-0.19276645154,-0.169886117259,-0.119498914802,-0.0740913781596,0.00023675049915,-0.0839412197378,0.0991572290771,-0.19863951422,-0.239225238562,-0.465208351612,3.19047880173,0.241401076317,-0.0792935118079,-0.271258890629,225313,1505741128,768999936,,['r_gripper_l_finger_joint'],"(0.01998187222003937,)","(0.0,)","(0.0,)",525085,1505741128,757471102,robotiq_force_torque_frame_id,0.159000062943,-1.7819999814,2.35300045013,-0.054999999702,-0.0179999992251,-0.0469999983907,0
2017/09/18/21:25:28.781562,151909,1505741128,776712298,,569954,1505741128,776712298,,0.424134505204,-0.644810308315,0.0646678904037,0.241902234503,0.935570681895,-0.193114150355,-0.16999333238,-0.082702551485,-0.0491535835163,0.0118904896267,-0.0952952398891,0.0527900278075,-0.167780498937,-0.869742393494,-0.256403386593,3.6082546711,0.222162008286,-0.303927600384,-0.106634095311,570352,1505741128,774770271,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.0279951493789088, -1.1389807350049197, 1.9615779325084728, 0.004601942363656241, -0.9817477042466648, 0.661912709972556, 1.0062913968528313, -0.5027622032294443, 0.09702428483375242, 1.761009944492455, 0.22779614700098394, -1.0062913968528313, -0.5518495884417776, 1.15892248524743, 0.3539660668045592, -12.565987119160338)","(0.0, -0.004319689897875668, -0.022776546734253524, 0.011388273367126762, 0.0011780972448751821, 0.003141592653000486, -0.01610066234662749, 0.018849555918002914, -0.001570796326500243, -0.11584622907939292, 0.07971791356988733, -0.018456856836377853, -0.03220132469325498, -0.034164820101380285, -0.007853981632501214, 0.09385508050838952, 0.0)","(0.0, 0.0, -9.568, -9.452, 0.436, -10.536, 0.232, 0.308, -0.212, 0.404, -10.348, -1.028, -26.492, -1.336, 1.784, 0.372, -20.48)",525086,1505741128,769799875,robotiq_force_torque_frame_id,-0.550999975204,-1.72200003862,1.96300010681,-0.0769999995828,-0.0170000009239,-0.0529999993742,0
2017/09/18/21:25:28.790439,151910,1505741128,786716547,,569955,1505741128,786716547,,0.423855007289,-0.645409270403,0.0647652855943,0.242585577086,0.935383307469,-0.193414916141,-0.169708503361,-0.0939564106081,-0.0700232462511,0.0198565447942,-0.105635891176,0.0502654624066,-0.181122788924,-0.193165004253,-0.286790847778,3.99135494232,0.277255117893,-0.113139592111,-0.194557189941,225314,1505741128,791000064,,['l_gripper_l_finger_joint'],"(0.02083,)","(0.0,)","(0.0,)",525087,1505741128,778096283,robotiq_force_torque_frame_id,-0.030999994278,-1.35199991465,2.03299980164,-0.0610000006855,-0.00300000002608,-0.0570000000298,0
2017/09/18/21:25:28.801471,151911,1505741128,796716502,,569956,1505741128,796716502,,0.422882841904,-0.646016855102,0.0648012915187,0.243089392454,0.935148901937,-0.193647520838,-0.17001387048,-0.0825600571445,-0.0696096804654,0.00933962770544,-0.101251178728,0.0340937683234,-0.117943491635,1.03818833828,-0.756801247597,4.04582214355,0.397500813007,0.331307917833,-0.441411077976,570354,1505741128,794772474,,"['head_nod', 'head_pan', 'left_e0', 'left_e1', 'left_s0', 'left_s1', 'left_w0', 'left_w1', 'left_w2', 'right_e0', 'right_e1', 'right_s0', 'right_s1', 'right_w0', 'right_w1', 'right_w2', 'torso_t0']","(0.0, -0.028378644575880154, -1.138213744610977, 1.96081094211453, 0.005368932757598948, -0.9817477042466648, 0.6611457195786133, 1.0066748920498028, -0.502378708032473, 0.09587379924283836, 1.7625439252803403, 0.22626216621309853, -1.0070583872467742, -0.5530000740326917, 1.1577719996565161, 0.3551165523954733, -12.565987119160338)","(0.0, -0.007853981632501214, -0.00039269908162506076, -0.011780972448751823, 0.0027488935713754254, -0.006675884387626033, 0.014137166938502187, -0.009424777959001457, -0.0027488935713754254, -0.07853981632501214, 0.09856746948789025, -0.07068583469251093, -0.039662607244131134, -0.08521570071263818, -0.0510508806112579, 0.07068583469251093, 0.0)","(0.0, 0.0, -9.504, -9.484, 0.404, -10.536, 0.26, 0.268, -0.224, 0.436, -10.92, -0.748, -26.644, -1.32, 1.84, 0.38, -20.48)",525088,1505741128,790441114,robotiq_force_torque_frame_id,0.228999996185,-1.22200003862,2.25300006866,-0.0670000016689,0.00600000005215,-0.0520000010729,0
