,.endpoint_state.pose.position.x,.endpoint_state.pose.position.y,.endpoint_state.pose.position.z,.endpoint_state.pose.orientation.x,.endpoint_state.pose.orientation.y,.endpoint_state.pose.orientation.z,.endpoint_state.pose.orientation.w,.wrench_stamped.wrench.force.x,.wrench_stamped.wrench.force.y,.wrench_stamped.wrench.force.z,.wrench_stamped.wrench.torque.x,.wrench_stamped.wrench.torque.y,.wrench_stamped.wrench.torque.z
116.800145,0.762289009953,-0.290966477908,0.0610612373766,-0.0252185708158,0.999488356836,0.00723052245528,0.0182877500209,-0.082999993861,-0.107999995351,1.25600004196,0.0215000007302,0.0560000017285,0.0120000001043
116.902709103,0.760542197231,-0.289730637715,0.0571314064366,-0.0258162623783,0.999502031917,0.00772982853215,0.0164137623563,-1.24299994558,-1.83799999208,0.94600009918,0.00599999958647,0.067000001669,0.0499999988824
117.005273205,0.761520825045,-0.289682290138,0.0544254141813,-0.0254648922912,0.999489388318,0.00750553334031,0.0177686767914,-0.492999975383,-0.452999986708,0.930999755859,-0.00550000020303,0.0789999999106,0.0209999997169
117.107837308,0.762014869721,-0.289786003013,0.0507290285941,-0.0250282846999,0.999487136461,0.00722098532596,0.0186238599415,-0.413000021874,-2.09300004691,0.471000194549,0.00300000014249,0.0539999995381,0.070000000298
117.21040141,0.761689693101,-0.290863862009,0.0488291041771,-0.0248388626122,0.999503551812,0.00666350436797,0.0181981585299,1.06200000196,-1.02800004929,0.155999660492,0.0130000002682,0.0734999999404,0.0344999991357
117.312965513,0.763174947174,-0.290801927294,0.0438824127201,-0.0256608856208,0.999454595765,0.00631099666294,0.0198006541699,0.25700000599,-1.94800006598,-0.484000205994,0.036000000313,0.0475000012666,0.0584999993444
117.415529615,0.763855798932,-0.291608009384,0.0410109538191,-0.02549650233,0.999454975145,0.00554277275947,0.0202216356424,0.376999999583,-1.70300006121,-0.219000339508,0.0489999987185,0.0320000015199,0.0280000008643
117.518093718,0.762357723027,-0.292143104811,0.0363963882084,-0.025308709427,0.999497288589,0.00522991409065,0.0183642846874,-0.282999996841,-1.7180000469,-0.638999938965,0.0370000004768,0.0415000002831,0.0639999993145
117.620657821,0.763103353514,-0.292599590433,0.0305938380442,-0.0253893479068,0.999469904688,0.00516713735461,0.0197115176086,0.0370000258088,-2.37299989909,-0.318999767303,0.0280000008643,0.0670000016689,0.0430000014603
117.723221923,0.76238428817,-0.292209840828,0.0283824280737,-0.026196572853,0.999467095353,0.00481440893007,0.0188702502339,0.907000006364,-0.868000023068,0.301000118256,0.035000000149,0.0640000030398,0.0119999996386
117.825786026,0.762843428775,-0.29223336058,0.0221861734209,-0.025523451066,0.999472286245,0.00533275338075,0.0193712319721,-0.268000011146,-2.54299997538,-0.234000205994,0.0230000000447,0.0744999982417,0.0545000005514
117.928350128,0.762389823894,-0.291205752836,0.0198694769889,-0.0256283539495,0.999479742929,0.00576359589695,0.0187139496372,0.446999992431,-0.517999969423,-0.668999671936,0.047499999404,0.0315000005066,0.0374999996275
118.030914231,0.760993559544,-0.289419277803,0.0145477212903,-0.0259592430194,0.999486508224,0.00646703225746,0.0176316309098,0.321999999881,-0.198000006378,0.450999736786,0.0155000004452,0.066000001505,0.0599999986589
118.133478333,0.761404074785,-0.288969551433,0.0113185875643,-0.0262366809541,0.999472305545,0.00637859473357,0.0180549046654,-0.587999974191,-0.303000025451,-0.00400018692,0.0285000009462,0.0614999998361,0.0429999995976
118.236042436,0.761778439459,-0.289721245383,0.00787070576251,-0.025978931983,0.999472088819,0.00587724756864,0.0186015915829,-0.0230000063776,-2.02799998969,0.421000003814,0.0175000000745,0.0725000016391,0.0670000016689
118.338606538,0.761984013877,-0.289547348166,0.00438008540728,-0.0259307530668,0.999468281826,0.00584880851548,0.0188822467179,0.412000003457,-0.433000020683,0.0360002517702,0.0135000003502,0.0729999989272,0.0415000002831
118.441170641,0.762596975579,-0.29032918269,0.00206103184569,-0.0258795584982,0.999461509178,0.0054271452396,0.0194290045764,0.336999993026,-0.157999999821,-0.0739998817445,0.00099999969825,0.0540000014007,0.0365000003949
118.543734744,0.763337763435,-0.289726500678,0.000983251333813,-0.0257788651163,0.999445573335,0.00558166645046,0.0203122059985,1.43200000674,-2.41799997539,-3.34399986268,-0.115499999374,0.264500007033,0.0154999997467
118.646298846,0.763926219428,-0.289399922553,0.00106982486558,-0.0258658700754,0.999431324731,0.00557374218886,0.0208958225948,2.22200002819,-0.37800001353,-3.69400000572,-0.152999997139,0.281000003219,0.0329999998212
118.748862949,0.764587541235,-0.289667216973,0.000272628506362,-0.0255672366747,0.999423431151,0.00576360263939,0.0215790145687,1.42700001151,0.167000006885,-5.32399988175,-0.197999998927,0.436499997974,0.0134999998845
118.851427051,0.765170547047,-0.289952054805,-0.000414639183604,-0.0257211491453,0.999402277462,0.00546609954907,0.0224388432512,1.84699996859,0.0719999894499,-7.28399991989,-0.310500010848,0.598999977111,0.0075000001816
118.953991154,0.765030441931,-0.289952504094,3.42002760884e-05,-0.0260799967995,0.999400955797,0.00525778738064,0.0221341137353,1.62699999958,0.256999999285,-5.89899992942,-0.245999999345,0.590499997139,-0.0139999999665
119.056555256,0.764589040135,-0.289597831578,3.09996598765e-05,-0.0257505858038,0.999416862454,0.00541243489872,0.0217590044127,0.897000002861,-0.002999998629,-6.52399992943,-0.258999988437,0.482499986887,0.0129999998026
119.159119359,0.764750143206,-0.289811678397,-4.98093122721e-05,-0.0259672901807,0.999408471712,0.00528828091021,0.0219187876307,1.03699999601,0.211999997497,-6.21399998665,-0.234999999404,0.518500000238,-0.00599999981931
119.261683462,0.765034470365,-0.289562446173,2.57408484123e-05,-0.0257156447241,0.999410067701,0.00536449170327,0.0221185341815,0.872000002491,-1.11299996823,-5.72899985313,-0.211500003934,0.500499993562,0.027499999851
119.364247564,0.765043041573,-0.289578378546,0.000258919464472,-0.0262087400304,0.999398381723,0.00516885181169,0.0221166083349,0.446999999881,-1.15299998969,-6.74399995804,-0.256999999285,0.513999998569,0.0250000003725
119.466811667,0.764632856332,-0.289754647922,7.5925491163e-05,-0.0261468151836,0.999410059242,0.00517800957987,0.0216521008257,-0.637999986112,-0.53299998492,-6.40899991989,-0.218500003219,0.518500000239,0.020499999635
119.569375769,0.764110441742,-0.289919377997,-0.000389573759833,-0.0259537637805,0.99942704811,0.00504052272179,0.0211307621168,1.32699998766,-0.543000005186,-5.63900017738,-0.217000000179,0.545000016689,-0.0170000004582
119.671939872,0.764781889425,-0.290043453465,-1.41081250075e-05,-0.0259569762239,0.999412458306,0.00507097662024,0.0217989820061,1.01700000018,-1.71300005167,-5.74900007248,-0.215999998152,0.538500010967,0.019999999553
119.774503974,0.764872299724,-0.290013150939,0.000477251273314,-0.0257634737623,0.999415059474,0.00506878743505,0.0219109495681,0.87699999027,-0.788000039757,-5.73899984359,-0.235499992966,0.535500019789,0.0175000000745
119.877068077,0.765174963923,-0.289983838589,0.000135538492655,-0.0257381068872,0.999408981409,0.00511988978353,0.0222027833019,1.00700000971,0.59699999541,-5.64899992943,-0.206000000239,0.530999988318,0.0124999997206
119.979632179,0.76497811088,-0.29056112945,0.000444920124777,-0.0254993661976,0.999419975784,0.00479291569633,0.0220572501995,1.49199997932,-1.08299999684,-5.56399989129,-0.213500000536,0.521499991417,0.0370000004768
120.082196282,0.764545099973,-0.290223041088,-0.000127593434371,-0.0256053029533,0.99942453345,0.00522866198645,0.0216211768964,1.0520000115,-0.582999996841,-5.90400004387,-0.202500000596,0.517999976873,0.011500000488
120.184760385,0.765053263911,-0.289876088199,0.000299533628329,-0.0258653162195,0.999407806819,0.00518217634158,0.0220938802187,1.28700001091,0.387000001967,-5.55900001526,-0.219499997794,0.527499973774,0.00249999994412
120.287324487,0.764998397274,-0.289730819971,0.000304706621947,-0.0260384901785,0.999405621849,0.00509628949141,0.0220083754354,1.63199999482,-0.92800002545,-4.74399995803,-0.188500002026,0.521499991417,-0.00700000021607
120.38988859,0.764555117458,-0.290096099228,-2.13781574748e-05,-0.0258396277249,0.99942003142,0.00499252369428,0.0216063255552,1.82199999243,-0.883000008762,-5.26399993897,-0.212000004948,0.509499996901,0.0130000002682
120.492452692,0.765094333964,-0.289621584955,0.000468844975317,-0.0261941081969,0.999397870337,0.0050908683194,0.0221751474563,1.27700000554,-0.0979999974372,-5.08899998665,-0.188499994576,0.509000003338,0.00400000018999
120.595016795,0.76499769679,-0.289521023612,0.000329338635803,-0.0259328868041,0.999403746313,0.00546244814011,0.0221283492693,1.74700000435,-1.30800002068,-5.8140001297,-0.173000000417,0.493500009179,0.0240000002087
120.697580897,0.764525377218,-0.290124294564,-0.000199372290225,-0.0261995453831,0.999411681995,0.00477597161997,0.0216083856983,2.05700000674,-1.357999973,-5.96399998664,-0.187000006437,0.503499984742,0.0339999999851
120.800145,0.764950967057,-0.289596263875,0.000237432341136,-0.0260666077349,0.999404607673,0.00519263826367,0.0219976872579,2.38699999005,-0.793000034988,-4.96399998665,-0.203999996185,0.518500000238,0.0175000000745
