,.endpoint_state.pose.position.x,.endpoint_state.pose.position.y,.endpoint_state.pose.position.z,.endpoint_state.pose.orientation.x,.endpoint_state.pose.orientation.y,.endpoint_state.pose.orientation.z,.endpoint_state.pose.orientation.w,.wrench_stamped.wrench.force.x,.wrench_stamped.wrench.force.y,.wrench_stamped.wrench.force.z,.wrench_stamped.wrench.torque.x,.wrench_stamped.wrench.torque.y,.wrench_stamped.wrench.torque.z
80.955124,0.761928523843,-0.288916763163,0.0695929162298,-0.0265957385304,0.999453965931,0.00706511349025,0.0182701528334,-1.53600001857,-0.932999989389,1.55299992561,0.0054999999702,0.050000000745,0.0570000000298
81.0576881026,0.761030865839,-0.287655367518,0.0636130687152,-0.0272395663122,0.999451793341,0.00809709433963,0.0169770918694,-1.31599999368,0.586999991536,1.09300012588,0.0065000000177,0.0724999979139,0.0250000003725
81.1602522051,0.759724670612,-0.286734610476,0.0579721969029,-0.0275999663585,0.999462303747,0.00880103386489,0.0153569985512,-0.811000043154,0.322000005841,1.09299988746,-0.0115000000223,0.0584999993444,0.0285000000149
81.2628163077,0.759772394491,-0.28628157835,0.0553353560682,-0.0278073852985,0.999456609082,0.00889418522029,0.0152953502424,-1.53099999726,0.077000001073,1.40300006866,0.00249999994412,0.054999999702,-0.00099999998929
81.3653804103,0.760861882496,-0.287776673528,0.0517918558935,-0.0277102167516,0.999450327792,0.00727791978141,0.0166783349626,-1.31600000858,1.49699998796,1.15799994469,-0.00400000013178,0.0535000003874,0.0255000004545
81.4679445128,0.761563206918,-0.288609880789,0.0481021297992,-0.0272364983349,0.999454163357,0.00643436854307,0.017541159641,-1.88600000143,-0.242999991774,0.918000173569,-0.00400000018999,0.0579999983311,0.0295000001789
81.5705086154,0.76149711421,-0.288437487225,0.0450591284624,-0.0276729955532,0.999444124851,0.00647952322387,0.0174191386086,-1.67600000053,0.137000003457,0.913000059128,-0.00900000007822,0.0329999998211,0.0380000006408
81.6730727179,0.76229166106,-0.289139576186,0.0411385762764,-0.02784737177,0.99942233533,0.00641748997363,0.0183916213724,-1.34600002467,1.54699999988,0.88799996376,-0.00600000005215,0.0799999982119,0.0214999997988
81.7756368205,0.76268983133,-0.288867891144,0.0375575004783,-0.026902284503,0.999437047429,0.0069786787859,0.0187844693447,-0.526000016927,-0.112999996543,0.142999839782,0.0,0.0419999994337,0.0345000009984
81.8782009231,0.763358305804,-0.289501457069,0.0352615604828,-0.0257290686866,0.999450032245,0.00650528402929,0.0198812337921,-0.850999975204,-1.56799997985,0.823000144958,0.00099999969825,0.0380000006408,0.0544999986887
