time,.seq,.stamp.secs,.stamp.nsecs,.frame_id
2017/09/09/22:22:26.468344,0,1504966946,467237949,
2017/09/09/22:22:31.426531,0,1504966951,423760890,
2017/09/09/22:22:36.197699,0,1504966956,197041034,
2017/09/09/22:22:40.533589,0,1504966960,532521963,
2017/09/09/22:22:44.637350,0,1504966964,636743068,
