time,.seq,.stamp.secs,.stamp.nsecs,.frame_id
2017/09/08/21:40:40.807291,0,1504878040,806191921,
2017/09/08/21:40:45.688110,0,1504878045,686937093,
2017/09/08/21:40:50.834697,0,1504878050,833729982,
2017/09/08/21:40:55.785568,0,1504878055,784451007,
2017/09/08/21:40:59.939116,0,1504878059,937971115,
