time,.endpoint_state.pose.position.x,.endpoint_state.pose.position.y,.endpoint_state.pose.position.z,.endpoint_state.pose.orientation.x,.endpoint_state.pose.orientation.y,.endpoint_state.pose.orientation.z,.endpoint_state.pose.orientation.w,.wrench_stamped.wrench.force.x,.wrench_stamped.wrench.force.y,.wrench_stamped.wrench.force.z,.wrench_stamped.wrench.torque.x,.wrench_stamped.wrench.torque.y,.wrench_stamped.wrench.torque.z
79.827866,0.763091516589,-0.289864625386,0.0662884389136,-0.0276481906246,0.999406511408,0.00595629986113,0.0196653248964,-0.587000006437,-1.902999942,0.965000104904,-0.0500000007451,-0.0540000014007,-0.0390000008047
79.827918,0.762659952035,-0.28910455233,0.0656859623094,-0.0279397579498,0.999404873473,0.00630077315644,0.0192241791031,-0.926999980211,-1.66299999207,0.874999952316,-0.0379999987781,-0.0579999983311,-0.0359999984503
79.828123,0.762266492638,-0.289847093868,0.0648737638672,-0.0269802046649,0.999443569132,0.00614545480407,0.0186240184127,-0.467000001669,-0.852999999002,1.2150001049,-0.0529999993742,-0.0729999989271,-0.0260000005364
79.828143,0.762225238816,-0.289386778442,0.0644692095692,-0.0273123470701,0.99943487329,0.00619472831022,0.0185901879955,-1.97699997723,0.816999967396,1.22500009537,-0.054999999702,-0.0790000036359,-0.0450000017881
79.867889,0.762002800932,-0.289831506287,0.0641033272221,-0.0266714821652,0.999455449355,0.00648769164732,0.018312472558,-3.07700001597,0.29699998647,0.785000038147,-0.0359999984503,-0.0619999989867,-0.0439999997616
79.86794,0.762266968868,-0.289506065164,0.0639373380075,-0.0269972652191,0.999441852081,0.00661336573455,0.0185309301779,-2.11699997783,-1.06299999803,0.864999961853,-0.0359999984503,-0.0489999987185,-0.0170000009239
79.867959,0.762439455678,-0.289657471604,0.0633626039771,-0.0266144982156,0.999450440112,0.00649938292639,0.0186613040026,-2.11699997783,-1.06299999803,0.864999961853,-0.0359999984503,-0.0489999987185,-0.0170000009239
79.867987,0.761834817562,-0.289160091233,0.0627656659145,-0.0265978679409,0.999454600333,0.00750948336302,0.0180738195729,-0.427000039816,-1.31299999803,1.00500006676,-0.0320000015199,-0.0379999987781,-0.0309999994934
79.907892,0.762405820047,-0.289493321218,0.0629218926708,-0.0263478978711,0.999453602058,0.00680292526883,0.0187618180909,-0.106999987364,-1.37299997061,1.19499988556,-0.0399999991059,-0.0489999987185,-0.0489999987185
79.907925,0.76184975587,-0.288690567967,0.0619897035086,-0.0266720344814,0.99945103871,0.00736120726149,0.0182218667198,-0.616999977827,-0.752999995649,1.2150001049,-0.0410000011325,-0.0480000004172,-0.0480000004172
79.907937,0.762329665288,-0.288460159262,0.0617243429282,-0.026254598602,0.999455852323,0.00734028045921,0.0185692108523,-0.756999963522,-0.763000001013,1.33499999046,-0.0640000030398,-0.0689999982715,-0.0570000000298
79.90799,0.761898060805,-0.290175175165,0.0611619785144,-0.0259123491074,0.999474042902,0.00713980884077,0.0181441687169,-0.79699998498,-0.842999999225,1.38499994278,-0.0689999982715,-0.070000000298,-0.0570000000298
79.909224,0.761710703792,-0.288286381763,0.0603918230121,-0.0273276086912,0.999439481702,0.00749687819962,0.0178247310139,-1.00699996352,-0.812999999896,1.70499987602,-0.0740000009537,-0.0680000036955,-0.0520000010729
79.919235,0.761671595267,-0.289247511133,0.0600180759492,-0.0265426271786,0.999460495855,0.0071971772838,0.0179556901033,-0.687000030279,-1.23299998492,1.90499992371,-0.0780000016093,-0.0610000006855,-0.0570000000298
79.928986,0.762200268875,-0.288605814529,0.0601171783332,-0.0269642721104,0.999440189544,0.00728974525754,0.0184145368683,-0.666999930143,-1.09299999923,0.775000047684,-0.0480000004172,-0.0370000004768,-0.0640000030398
79.939908,0.761542835625,-0.288786393994,0.0589163467517,-0.0271996946066,0.999446341177,0.00703496603422,0.0178240560781,-0.666999930143,-1.09299999923,0.775000047684,-0.0480000004172,-0.0370000004768,-0.0640000030398
79.948973,0.761984694763,-0.289084324719,0.0591154531257,-0.0274020291604,0.999432979411,0.00685665609044,0.0183257941623,-0.256999963522,-1.3229999885,0.35499997139,-0.0250000003725,-0.0540000014007,-0.0450000017881
79.987833,0.761173209086,-0.288888816486,0.0577124614613,-0.027076037579,0.999453840861,0.00758288937739,0.0173611050006,0.0429999887943,-1.51300001591,0.275000047684,-0.0170000009239,-0.0599999986589,-0.0460000000894
79.987886,0.761713256116,-0.289786428685,0.0577648988077,-0.0269053894674,0.999451878966,0.00702600439789,0.017963209924,0.12300003171,-1.51300001591,0.775000047684,-0.0329999998212,-0.0719999969006,-0.0399999991059
79.987921,0.761673368933,-0.289669305279,0.057581879501,-0.0273439031897,0.999445461661,0.00677642019172,0.0177527533778,-0.707000011206,-0.702999998629,1.09499998093,-0.0230000000447,-0.0920000001788,-0.0529999993742
80.0279,0.761337269152,-0.290477154005,0.056983566203,-0.0262894919717,0.999479013407,0.00669595058543,0.0174850969632,-0.286999934912,0.147000010312,0.825,-0.0109999999404,-0.0949999988079,-0.0610000006855
80.027956,0.76113028479,-0.289769338946,0.0564988041099,-0.0268772253362,0.999469106616,0.00658186600835,0.017198799932,-0.427000039816,0.116999979317,1.33499999046,-0.0509999990463,-0.0659999996424,-0.0610000006855
80.027974,0.761209615782,-0.290411237599,0.0561390509615,-0.0266145662549,0.999475318409,0.00649208510777,0.017280207882,0.352999931574,0.57699995786,1.48500008583,-0.0469999983907,-0.054999999702,-0.0560000017285
80.028061,0.761106895047,-0.289989359772,0.055626120644,-0.0267289221891,0.999469088643,0.00687396066194,0.0173162995683,0.8729999125,0.407000000775,1.23500008583,-0.0579999983311,-0.0480000004172,-0.0489999987185
80.067891,0.761450584685,-0.28902782512,0.0555218737436,-0.0277353369677,0.999434958208,0.00667166992307,0.0177765074106,0.8729999125,0.407000000775,1.23500008583,-0.0579999983311,-0.0480000004172,-0.0489999987185
80.067932,0.761089143146,-0.289633495845,0.0547085791898,-0.0268614026683,0.999470826356,0.00634875391633,0.0172112066177,-0.246999973059,-1.3229999885,2.23500008583,-0.0689999982715,-0.0729999989271,-0.0219999998808
80.06796,0.761085668754,-0.289102159461,0.0543475655799,-0.0270644938857,0.999465185102,0.0065268112688,0.0171539404851,-0.526999944448,-1.28299999684,1.73500008583,-0.0579999983311,-0.0640000030398,-0.0340000018477
80.06799,0.760844705821,-0.289257371655,0.0538245735896,-0.0267950644158,0.999476099065,0.00640609734137,0.0169856951058,-0.717000001669,-1.23299998492,1.48500008583,-0.0460000000894,-0.0570000000298,-0.0399999991059
80.107851,0.760866788322,-0.291016568932,0.0538943725515,-0.0260438886355,0.999497617186,0.00588026730545,0.0170778090349,-1.2369999826,-1.24300000519,1.26500005722,-0.0430000014603,-0.0509999990463,-0.0299999993294
