time,.seq,.stamp.secs,.stamp.nsecs,.frame_id
2017/11/15/15:55:58.459795,324982,1510732575,607939926,
2017/11/15/15:55:58.464115,324984,1510732575,627937692,
2017/11/15/15:55:58.500894,324986,1510732575,647936843,
2017/11/15/15:55:58.504911,324988,1510732575,667938625,
2017/11/15/15:56:17.923356,326930,1510732595,88311410,
2017/11/15/15:56:17.960336,326932,1510732595,108309461,
2017/11/15/15:56:17.964382,326934,1510732595,128309918,
2017/11/15/15:56:17.970177,326936,1510732595,148314773,
2017/11/15/15:56:17.990999,326938,1510732595,168306184,
2017/11/15/15:56:18.031667,326940,1510732595,188311850,
2017/11/15/15:56:18.072441,326942,1510732595,208324709,
2017/11/15/15:56:18.078091,326944,1510732595,228314653,
2017/11/15/15:56:37.520422,328888,1510732614,667595986,
2017/11/15/15:56:37.524641,328890,1510732614,687630663,
2017/11/15/15:56:37.561517,328892,1510732614,707604295,
2017/11/15/15:56:37.565280,328894,1510732614,727597145,
2017/11/15/15:56:37.601119,328896,1510732614,747591816,
2017/11/15/15:56:56.974466,330834,1510732634,128043856,
2017/11/15/15:56:56.978761,330836,1510732634,148058602,
2017/11/15/15:56:57.012415,330838,1510732634,168045814,
2017/11/15/15:56:57.015978,330840,1510732634,188044817,
2017/11/15/15:57:16.516164,332784,1510732653,658206895,
2017/11/15/15:57:16.520056,332786,1510732653,678203825,
2017/11/15/15:57:16.556063,332788,1510732653,698201918,
2017/11/15/15:57:16.559446,332790,1510732653,718208718,
2017/11/15/15:57:16.563391,332792,1510732653,738210459,
2017/11/15/15:57:32.718001,334408,1510732669,897579225,
2017/11/15/15:57:52.190521,336354,1510732689,358079430,
2017/11/15/15:57:52.230604,336356,1510732689,378079069,
2017/11/15/15:57:52.235231,336358,1510732689,398073334,
2017/11/15/15:58:12.018039,338334,1510732709,158364278,
2017/11/15/15:58:12.020693,338336,1510732709,178366362,
2017/11/15/15:58:12.056461,338338,1510732709,198357462,
2017/11/15/15:58:12.060780,338340,1510732709,218360781,
2017/11/15/15:58:12.065722,338342,1510732709,238356853,
2017/11/15/15:58:31.697941,340306,1510732728,877883668,
2017/11/15/15:58:31.718560,340308,1510732728,897875325,
2017/11/15/15:58:31.768909,340310,1510732728,917881349,
2017/11/15/15:58:31.773831,340312,1510732728,937881853,
2017/11/15/15:58:51.595810,342292,1510732748,737873452,
2017/11/15/15:58:51.599798,342294,1510732748,757864445,
2017/11/15/15:58:51.636472,342296,1510732748,777871994,
2017/11/15/15:58:51.640227,342298,1510732748,797872037,
2017/11/15/15:58:51.677844,342300,1510732748,817867588,
2017/11/15/15:58:51.682079,342302,1510732748,837863263,
