time,.endpoint_state.pose.position.x,.endpoint_state.pose.position.y,.endpoint_state.pose.position.z,.endpoint_state.pose.orientation.x,.endpoint_state.pose.orientation.y,.endpoint_state.pose.orientation.z,.endpoint_state.pose.orientation.w,.wrench_stamped.wrench.force.x,.wrench_stamped.wrench.force.y,.wrench_stamped.wrench.force.z,.wrench_stamped.wrench.torque.x,.wrench_stamped.wrench.torque.y,.wrench_stamped.wrench.torque.z
96.971898,0.761367384867,-0.28782875207,0.0700242774783,-0.0268366131564,0.999460051357,0.00792396981611,0.0172224457582,-0.336000007391,-1.97500000149,0.0289999485016,0.0170000009239,0.0340000018477,0.0189999993891
96.971926,0.760870656398,-0.288528608103,0.0689295732736,-0.0262211782135,0.999490426427,0.00759946004771,0.0165404202371,-0.186000001431,-1.82499990612,-0.0810001850128,0.01600000076,0.0340000018477,0.0219999998808
96.971977,0.761406441748,-0.289347157717,0.0688398813489,-0.0262115828633,0.999481338568,0.00727659817883,0.0172353676147,-0.186000001431,-1.82499990612,-0.0810001850128,0.01600000076,0.0340000018477,0.0219999998808
96.972019,0.761264771345,-0.288374626675,0.0686701403365,-0.0262972621377,0.9994771791,0.0079899269104,0.0170289027656,-0.0959999978542,-2.56499991566,0.248999738693,0.0010000000475,0.0560000017285,0.0280000008643
97.011887,0.76126018666,-0.288572729634,0.0680879275976,-0.0267292822893,0.99947195812,0.00705104074933,0.0170772721664,-0.585999998078,-2.15500006825,0.0889998912811,0.00300000002608,0.0509999990463,0.0250000003725
97.011937,0.760601097309,-0.288869470761,0.0671002265745,-0.0265101312628,0.999489601574,0.00716532581373,0.0163219910387,-0.585999998078,-2.15500006825,0.0889998912811,0.00300000002608,0.0509999990463,0.0250000003725
97.011957,0.76148628137,-0.290056039653,0.0674751884303,-0.0267217911027,0.999465580224,0.0069988020304,0.0174790331042,-0.0959999978542,-2.64500007778,0.539000177383,0.0,0.0240000002086,0.0460000000894
97.012028,0.760853570589,-0.289366139518,0.0664195200831,-0.0267813711572,0.999474911986,0.00711374132952,0.0167944381721,-0.0959999978542,-2.64500007778,0.539000177383,0.0,0.0240000002086,0.0460000000894
97.051887,0.76099112148,-0.288585618568,0.066092918477,-0.0273767772576,0.999457057545,0.00716917715915,0.0168732062272,0.693999963999,-1.41500005871,0.679000043869,0.0179999992251,0.0460000000894,0.0230000000447
97.051914,0.761925406207,-0.288294597775,0.0656120010386,-0.02736476178,0.999433538239,0.00761879500814,0.0180478923739,0.693999963999,-1.41500005871,0.679000043869,0.0179999992251,0.0460000000894,0.0230000000447
