time,.seq,.stamp.secs,.stamp.nsecs,.frame_id
2017/09/09/22:25:34.849231,0,1504967134,847994089,
2017/09/09/22:25:40.108946,0,1504967140,107796907,
2017/09/09/22:25:44.967018,0,1504967144,966336011,
2017/09/09/22:25:49.503229,0,1504967149,502252101,
2017/09/09/22:25:53.755352,0,1504967153,754328966,
